wavenumber,blue,black,red
7669.634,65.48607,64.34389,68.49778
7670.598,65.49322,64.34501,68.49221
7671.562,65.49799,64.34733,68.49834
7672.526,65.49548,64.35014,68.50458
7673.491,65.4959,64.35399,68.49762
7674.455,65.50337,64.36365,68.49655
7675.419,65.5228,64.37483,68.51634
7676.383,65.53603,64.38006,68.52155
7677.348,65.5266,64.37721,68.51017
7678.312,65.52098,64.37462,68.51569
7679.276,65.52168,64.382,68.51058
7680.24,65.52444,64.38521,68.5073
7681.205,65.52767,64.37724,68.51624
7682.169,65.53823,64.37358,68.52242
7683.133,65.54475,64.38962,68.5249
7684.098,65.54004,64.39151,68.52944
7685.062,65.54177,64.38096,68.53347
7686.026,65.54972,64.38674,68.53342
7686.99,65.56243,64.40321,68.54427
7687.955,65.56964,64.40916,68.55519
7688.919,65.56853,64.41367,68.55297
7689.883,65.55836,64.40512,68.53924
7690.847,65.55076,64.40121,68.52955
7691.812,65.56415,64.4078,68.52661
7692.776,65.57104,64.40205,68.53734
7693.74,65.57936,64.40296,68.54478
7694.704,65.58945,64.41013,68.54036
7695.668,65.58165,64.41567,68.54676
7696.633,65.58728,64.42714,68.56955
7697.597,65.60253,64.42406,68.57077
7698.561,65.60773,64.41742,68.55907
7699.525,65.61057,64.42079,68.5639
7700.49,65.60421,64.4278,68.55787
7701.454,65.59959,64.44368,68.56217
7702.418,65.60448,64.44976,68.56847
7703.382,65.61147,64.44238,68.57101
7704.347,65.61985,64.43114,68.57183
7705.311,65.61961,64.43664,68.57667
7706.275,65.62812,64.45087,68.59103
7707.239,65.63546,64.45458,68.58816
7708.204,65.63052,64.45043,68.57163
7709.168,65.63641,64.44737,68.57288
7710.132,65.64785,64.453,68.57139
7711.097,65.65545,64.46252,68.57655
7712.061,65.65515,64.46183,68.58565
7713.025,65.64476,64.45372,68.59007
7713.989,65.6583,64.4554,68.59714
7714.954,65.67541,64.47248,68.59332
7715.917,65.67551,64.48356,68.59699
7716.882,65.67894,64.48705,68.6053
7717.846,65.68388,64.47879,68.61116
7718.811,65.67887,64.47291,68.60468
7719.775,65.68078,64.47173,68.59817
7720.739,65.679,64.47142,68.60709
7721.703,65.67284,64.47761,68.61055
7722.667,65.68462,64.49101,68.61275
7723.632,65.69995,64.49142,68.62057
7724.596,65.7039,64.4923,68.62273
7725.56,65.69662,64.49014,68.61192
7726.524,65.68992,64.48082,68.60436
7727.489,65.69665,64.49189,68.60395
7728.453,65.70657,64.50941,68.61019
7729.417,65.70235,64.51437,68.61588
7730.381,65.70563,64.51273,68.61674
7731.346,65.71271,64.51089,68.62276
7732.31,65.70914,64.5022,68.62409
7733.274,65.71175,64.50191,68.62788
7734.238,65.7331,64.5152,68.64001
7735.203,65.73755,64.52444,68.6451
7736.167,65.73878,64.52409,68.6462
7737.131,65.75172,64.52627,68.64301
7738.095,65.73811,64.52784,68.63591
7739.06,65.72095,64.52302,68.63663
7740.024,65.73452,64.52106,68.63913
7740.988,65.7382,64.51761,68.63712
7741.952,65.73851,64.52706,68.65351
7742.917,65.74819,64.53829,68.66953
7743.881,65.74789,64.53098,68.66298
7744.845,65.75649,64.53143,68.65484
7745.81,65.75677,64.53153,68.65455
7746.773,65.7409,64.53267,68.65752
7747.738,65.73542,64.53965,68.64898
7748.702,65.74585,64.54679,68.64484
7749.667,65.76266,64.54693,68.65966
7750.631,65.76112,64.54308,68.6664
7751.595,65.74715,64.5318,68.65811
7752.559,65.75314,64.53664,68.6655
7753.523,65.76189,64.54966,68.67632
7754.488,65.75792,64.54344,68.66947
7755.452,65.75049,64.53015,68.65541
7756.416,65.75211,64.53959,68.67833
7757.38,65.75687,64.54551,68.68506
7758.345,65.75839,64.54333,68.67532
7759.309,65.74567,64.54497,68.66991
7760.273,65.73347,64.54556,68.66675
7761.237,65.74072,64.54562,68.67297
7762.202,65.75919,64.53922,68.69189
7763.166,65.76268,64.53033,68.68811
7764.13,65.75637,64.52746,68.67138
7765.094,65.76247,64.53539,68.67371
7766.059,65.76943,64.54789,68.68029
7767.023,65.76209,64.55441,68.68536
7767.987,65.75034,64.55051,68.69131
7768.951,65.74844,64.54818,68.68741
7769.916,65.75078,64.5454,68.68448
7770.88,65.75294,64.54566,68.6941
7771.844,65.75585,64.54088,68.69331
7772.809,65.75803,64.53197,68.69096
7773.772,65.7473,64.53382,68.69331
7774.737,65.73932,64.54318,68.69753
7775.701,65.74079,64.55731,68.71461
7776.666,65.7501,64.55747,68.72372
7777.629,65.74783,64.54423,68.70833
7778.594,65.74686,64.53491,68.69909
7779.558,65.74445,64.5361,68.68879
7780.522,65.73991,64.53943,68.70889
7781.487,65.73557,64.54458,68.72887
7782.451,65.74072,64.5396,68.72879
7783.415,65.73624,64.53076,68.72586
7784.379,65.72798,64.53201,68.71735
7785.344,65.73997,64.5324,68.71955
7786.308,65.74139,64.5265,68.73006
7787.272,65.73396,64.52476,68.73083
7788.236,65.72221,64.52914,68.73158
7789.201,65.72519,64.53254,68.72531
7790.165,65.73198,64.53632,68.72767
7791.129,65.72335,64.52789,68.73236
7792.093,65.7185,64.52692,68.73277
7793.058,65.72172,64.52589,68.74459
7794.022,65.72226,64.53773,68.74779
7794.986,65.72166,64.5426,68.73985
7795.95,65.71881,64.53908,68.7438
7796.915,65.71561,64.54053,68.75554
7797.879,65.70612,64.53774,68.75996
7798.843,65.70323,64.5257,68.76636
7799.807,65.69995,64.51552,68.7707
7800.771,65.69949,64.51847,68.77088
7801.736,65.68898,64.52166,68.76527
7802.7,65.6796,64.52753,68.76157
7803.664,65.67769,64.53351,68.76752
7804.628,65.66998,64.51234,68.76868
7805.593,65.67393,64.50323,68.76222
7806.557,65.67996,64.50922,68.76517
7807.521,65.68439,64.52342,68.7813
7808.485,65.68652,64.52879,68.78865
7809.45,65.6846,64.51842,68.78546
7810.414,65.67849,64.50486,68.77586
7811.378,65.65686,64.4767,68.75797
7812.343,65.64872,64.47155,68.76164
7813.307,65.65009,64.48357,68.78912
7814.271,65.66013,64.47839,68.80383
7815.235,65.65995,64.47282,68.80154
7816.2,65.64076,64.47299,68.7925
7817.164,65.6364,64.46987,68.78558
7818.128,65.64003,64.47392,68.78716
7819.092,65.63235,64.47106,68.78569
7820.057,65.6203,64.46859,68.79208
7821.021,65.61438,64.46515,68.79349
7821.985,65.61086,64.45341,68.79355
7822.949,65.60728,64.45098,68.79923
7823.914,65.6038,64.45693,68.79679
7824.878,65.60323,64.46145,68.80123
7825.842,65.61639,64.46322,68.81606
7826.806,65.61868,64.46119,68.82591
7827.771,65.62272,64.45494,68.82352
7828.735,65.6182,64.45807,68.81806
7829.699,65.59438,64.4505,68.83214
7830.663,65.58945,64.43328,68.82819
7831.627,65.59081,64.42854,68.81573
7832.592,65.57722,64.43011,68.81266
7833.556,65.56184,64.42511,68.80912
7834.521,65.55229,64.41963,68.8017
7835.484,65.56068,64.4148,68.81473
7836.449,65.57597,64.41527,68.83293
7837.413,65.5843,64.425,68.84023
7838.377,65.5788,64.42721,68.83846
7839.341,65.56496,64.41614,68.84116
7840.306,65.55688,64.41023,68.84933
7841.27,65.55119,64.40318,68.84364
7842.234,65.53633,64.38965,68.82601
7843.199,65.52837,64.38572,68.832
7844.163,65.52828,64.39235,68.8493
7845.127,65.533,64.39951,68.85423
7846.091,65.53093,64.40159,68.85201
7847.056,65.52579,64.39748,68.85825
7848.02,65.51984,64.38782,68.8561
7848.984,65.5202,64.38581,68.84767
7849.948,65.51418,64.37901,68.84088
7850.913,65.50568,64.38419,68.84519
7851.877,65.51887,64.3969,68.87797
7852.841,65.51276,64.38807,68.88113
7853.805,65.50364,64.38387,68.86633
7854.77,65.50471,64.37307,68.86648
7855.734,65.50264,64.36926,68.8697
7856.698,65.48956,64.36682,68.8749
7857.662,65.47606,64.35235,68.88419
7858.626,65.48242,64.3526,68.89449
7859.591,65.48347,64.35632,68.88455
7860.555,65.46586,64.35428,68.87691
7861.519,65.4558,64.35078,68.88298
7862.483,65.44829,64.33734,68.88197
7863.448,65.45815,64.34232,68.89236
7864.412,65.47626,64.35654,68.89793
7865.376,65.47609,64.34982,68.88805
7866.34,65.46349,64.34113,68.88968
7867.305,65.45011,64.34063,68.89562
7868.269,65.44913,64.33719,68.88554
7869.233,65.44464,64.32611,68.88477
7870.197,65.4375,64.32899,68.89882
7871.162,65.43486,64.32514,68.9023
7872.126,65.43176,64.32095,68.89674
7873.09,65.43954,64.32765,68.90864
7874.055,65.42949,64.32668,68.89846
7875.019,65.41713,64.3129,68.89494
7875.983,65.41473,64.29823,68.90814
7876.947,65.40221,64.28976,68.90056
7877.912,65.39677,64.29987,68.90359
7878.875,65.40416,64.30891,68.91721
7879.84,65.41025,64.30711,68.93142
7880.804,65.40485,64.29534,68.9248
7881.769,65.4055,64.29308,68.91628
7882.733,65.4133,64.3027,68.92154
7883.697,65.40963,64.29237,68.92453
7884.661,65.38966,64.27177,68.91273
7885.625,65.36979,64.27243,68.91534
7886.59,65.36477,64.27418,68.93117
7887.554,65.36562,64.26633,68.93429
7888.518,65.37672,64.27545,68.95001
7889.482,65.37756,64.27142,68.9617
7890.447,65.37845,64.26532,68.95364
7891.411,65.38406,64.26774,68.95164
7892.375,65.37792,64.25962,68.94021
7893.339,65.36196,64.25525,68.92274
7894.304,65.35538,64.26058,68.93293
7895.268,65.34644,64.25385,68.93616
7896.232,65.34367,64.25083,68.95383
7897.196,65.3501,64.24942,68.95827
7898.161,65.34478,64.2457,68.95273
7899.125,65.33398,64.24976,68.94949
7900.089,65.31977,64.24332,68.94696
7901.053,65.32373,64.23524,68.95783
7902.018,65.33809,64.2318,68.95737
7902.982,65.32801,64.22085,68.94287
7903.946,65.31431,64.21677,68.94602
7904.911,65.31567,64.23425,68.9639
7905.875,65.32638,64.24457,68.97778
7906.839,65.31801,64.22189,68.9699
7907.803,65.30224,64.20914,68.95777
7908.768,65.28677,64.20625,68.96224
7909.731,65.29062,64.20319,68.96565
7910.696,65.31018,64.20424,68.96629
7911.66,65.30837,64.20754,68.97804
7912.625,65.29218,64.20494,68.98321
7913.589,65.27161,64.20067,68.97723
7914.553,65.27944,64.2063,68.98246
7915.517,65.28619,64.20605,69.00167
7916.481,65.28628,64.20872,69.01233
7917.446,65.27463,64.20775,69.00589
7918.41,65.28114,64.2049,69.01035
7919.374,65.28471,64.19431,69.00219
7920.338,65.27122,64.17908,68.98042
7921.303,65.26584,64.17373,68.97723
7922.267,65.26268,64.16415,68.99085
7923.231,65.25473,64.16682,68.99355
7924.195,65.24747,64.16949,68.97697
7925.16,65.23898,64.16017,68.97535
7926.124,65.2366,64.16161,68.99319
7927.088,65.23913,64.17184,69.00789
7928.052,65.25173,64.18344,69.00994
7929.017,65.27099,64.19696,69.01908
7929.981,65.27212,64.19023,69.0287
7930.945,65.25184,64.18164,69.02499
7931.909,65.23308,64.16583,69.01296
7932.874,65.22865,64.15325,69.00705
7933.838,65.23337,64.16277,69.01506
7934.802,65.2252,64.16613,69.02934
7935.767,65.22139,64.15909,69.03873
7936.73,65.22733,64.15997,69.03454
7937.695,65.23022,64.15865,69.02973
7938.659,65.22477,64.15812,69.03565
7939.624,65.22034,64.15877,69.03231
7940.587,65.22071,64.16012,69.03467
7941.552,65.21793,64.16832,69.05672
7942.516,65.21389,64.16954,69.06933
7943.48,65.2131,64.16125,69.05316
7944.445,65.21287,64.15633,69.03783
7945.409,65.21009,64.14938,69.04572
7946.373,65.20448,64.13835,69.05961
7947.337,65.2066,64.14189,69.05952
7948.302,65.2142,64.14973,69.06315
7949.266,65.21265,64.15414,69.0657
7950.23,65.1985,64.15571,69.06673
7951.194,65.19575,64.16437,69.07067
7952.159,65.19601,64.15694,69.0624
7953.123,65.19035,64.15022,69.07114
7954.087,65.19176,64.1472,69.07773
7955.051,65.197,64.14761,69.07287
7956.016,65.19449,64.14683,69.07323
7956.98,65.18469,64.14235,69.08086
7957.944,65.18274,64.14037,69.09908
7958.908,65.1715,64.14011,69.09406
7959.873,65.15812,64.13796,69.0759
7960.837,65.16386,64.13403,69.07546
7961.801,65.16928,64.1263,69.08782
7962.765,65.17924,64.13053,69.09911
7963.729,65.18682,64.13166,69.0923
7964.694,65.16513,64.12162,69.07677
7965.658,65.1545,64.12446,69.07807
7966.623,65.16856,64.13496,69.08743
7967.586,65.17142,64.14643,69.09234
7968.551,65.16013,64.12955,69.07812
7969.515,65.1552,64.12513,69.08505
7970.479,65.16829,64.14481,69.1132
7971.443,65.16946,64.14059,69.11871
7972.408,65.15656,64.14005,69.11202
7973.372,65.14075,64.12773,69.09281
7974.336,65.14581,64.11761,69.0957
7975.301,65.156,64.12608,69.11186
7976.265,65.15553,64.13095,69.13102
7977.229,65.15551,64.12083,69.12836
7978.193,65.15707,64.12811,69.12704
7979.158,65.15652,64.13861,69.11792
7980.122,65.15564,64.13526,69.11805
7981.086,65.15237,64.12527,69.1293
7982.05,65.15352,64.12225,69.13725
7983.015,65.15341,64.13197,69.14849
7983.979,65.14976,64.14565,69.14365
7984.943,65.14946,64.1529,69.15154
7985.907,65.15451,64.14896,69.15853
7986.872,65.16474,64.15073,69.14636
7987.836,65.158,64.13946,69.12905
7988.8,65.14366,64.13144,69.14318
7989.764,65.12852,64.11859,69.14859
7990.729,65.12791,64.10972,69.14888
7991.693,65.12747,64.11394,69.14918
7992.657,65.11783,64.11667,69.1517
7993.621,65.13301,64.11526,69.17078
7994.585,65.15947,64.1257,69.17606
7995.55,65.15311,64.12564,69.17809
7996.514,65.1284,64.11156,69.17817
7997.479,65.12164,64.10767,69.16768
7998.442,65.11848,64.11741,69.15162
7999.407,65.12106,64.13232,69.15551
8000.371,65.13544,64.13671,69.17739
8001.335,65.12999,64.11894,69.18677
8002.299,65.13931,64.12643,69.20941
8003.264,65.14148,64.13524,69.22094
8004.228,65.12082,64.118,69.19521
8005.192,65.10823,64.11573,69.18279
8006.157,65.11433,64.13031,69.19897
8007.121,65.11208,64.11568,69.19008
8008.085,65.11094,64.11474,69.18083
8009.049,65.11387,64.11713,69.195
8010.014,65.12276,64.11474,69.21276
8010.978,65.12603,64.10229,69.20698
8011.942,65.11452,64.10021,69.20297
8012.906,65.09671,64.10329,69.19984
8013.871,65.08742,64.10353,69.19582
8014.835,65.07304,64.10065,69.20453
8015.799,65.07717,64.08951,69.21995
8016.763,65.08695,64.09028,69.22781
8017.728,65.08921,64.10123,69.21777
8018.692,65.08231,64.11211,69.20906
8019.656,65.06623,64.09756,69.20149
8020.62,65.05978,64.07997,69.19801
8021.584,65.06769,64.08185,69.22076
8022.549,65.08223,64.08698,69.23331
8023.513,65.0917,64.09565,69.24647
8024.477,65.08492,64.08843,69.242
8025.441,65.06441,64.06554,69.22678
8026.406,65.05553,64.06676,69.24312
8027.37,65.06432,64.08025,69.26998
8028.334,65.05999,64.08593,69.27738
8029.298,65.04933,64.08377,69.26437
8030.263,65.05104,64.06675,69.25211
8031.227,65.05812,64.04077,69.24562
8032.191,65.06664,64.04762,69.25986
8033.155,65.04073,64.05357,69.2644
8034.12,65.0087,64.04134,69.24566
8035.084,65.00919,64.03943,69.24961
8036.048,65.03525,64.05624,69.2661
8037.013,65.04094,64.07298,69.27319
8037.977,65.03229,64.06055,69.28192
8038.941,65.03555,64.04733,69.28831
8039.905,65.03025,64.04603,69.27865
8040.87,65.02432,64.04457,69.2784
8041.833,65.0169,64.03629,69.27026
8042.798,65.00684,64.0294,69.27525
8043.762,64.98454,64.02363,69.2758
8044.727,64.9812,64.02834,69.26712
8045.691,64.98809,64.02381,69.25314
8046.655,64.99937,64.01994,69.26594
8047.619,65.00124,64.00804,69.28984
8048.583,64.9666,63.99465,69.28479
8049.548,64.96815,64.0114,69.29949
8050.512,64.98607,64.01472,69.32303
8051.476,64.97601,64.0071,69.32195
8052.44,64.95864,63.99549,69.28658
8053.405,64.94525,63.98184,69.27802
8054.369,64.95644,63.98032,69.2968
8055.333,64.96081,63.98,69.28514
8056.297,64.95081,63.98603,69.28911
8057.262,64.93938,63.97552,69.30143
8058.226,64.92439,63.9609,69.29716
8059.19,64.90524,63.94892,69.2907
8060.154,64.91729,63.95999,69.29515
8061.119,64.92249,63.95781,69.2962
8062.083,64.91292,63.95972,69.29859
8063.047,64.9118,63.96595,69.29138
8064.011,64.91214,63.94912,69.29929
8064.976,64.91574,63.94475,69.32452
8065.94,64.9265,63.94758,69.33764
8066.904,64.92652,63.94497,69.32896
8067.869,64.91643,63.93521,69.32844
8068.833,64.89085,63.91975,69.33002
8069.797,64.87608,63.90188,69.32182
8070.761,64.87979,63.89465,69.31352
8071.726,64.87096,63.89594,69.31501
8072.689,64.88315,63.90099,69.34231
8073.654,64.89723,63.91036,69.35851
8074.618,64.86343,63.90997,69.33874
8075.583,64.84237,63.8976,69.34001
8076.547,64.86052,63.89651,69.34769
8077.511,64.85223,63.90496,69.34284
8078.475,64.84478,63.89944,69.35486
8079.439,64.84325,63.89211,69.37292
8080.404,64.84113,63.8861,69.36617
8081.368,64.83508,63.87408,69.34974
8082.332,64.84097,63.86716,69.36074
8083.296,64.8399,63.85493,69.37407
8084.261,64.80648,63.84552,69.36517
8085.225,64.77739,63.82647,69.34033
8086.189,64.76951,63.8203,69.32229
8087.153,64.78086,63.83434,69.35066
8088.118,64.77599,63.83405,69.37238
8089.082,64.76641,63.82262,69.36372
8090.046,64.76959,63.83131,69.36892
8091.01,64.78506,63.84504,69.37248
8091.975,64.78715,63.82298,69.37925
8092.939,64.75391,63.7924,69.36543
8093.903,64.73357,63.78877,69.37
8094.867,64.75022,63.78716,69.39816
8095.832,64.74476,63.77591,69.37102
8096.796,64.72693,63.77929,69.34529
8097.76,64.73016,63.79459,69.34435
8098.725,64.73319,63.77981,69.35916
8099.688,64.71908,63.75164,69.36928
8100.653,64.70435,63.73497,69.34939
8101.617,64.70022,63.73949,69.34557
8102.582,64.69685,63.73523,69.34607
8103.545,64.69849,63.72721,69.35566
8104.51,64.71543,63.7454,69.38433
8105.474,64.70812,63.74997,69.39359
8106.438,64.68168,63.73894,69.39706
8107.403,64.67538,63.72138,69.40076
8108.367,64.67005,63.69758,69.39658
8109.331,64.66226,63.68175,69.39723
8110.295,64.65284,63.68555,69.3896
8111.26,64.64186,63.68732,69.38064
8112.224,64.64544,63.68545,69.37691
8113.188,64.64913,63.6844,69.38151
8114.152,64.63216,63.67057,69.39019
8115.117,64.62179,63.65188,69.37498
8116.081,64.61507,63.64754,69.36137
8117.045,64.61014,63.64247,69.36754
8118.009,64.61234,63.64457,69.38315
8118.974,64.59959,63.63074,69.36871
8119.938,64.59066,63.61105,69.3444
8120.902,64.59763,63.60692,69.3726
8121.866,64.60284,63.593,69.40487
8122.831,64.58421,63.58357,69.40105
8123.795,64.57038,63.58741,69.38479
8124.759,64.57127,63.58411,69.38712
8125.723,64.56368,63.58443,69.39181
8126.688,64.55982,63.58516,69.39305
8127.652,64.54326,63.56793,69.39134
8128.616,64.53426,63.5504,69.37925
8129.581,64.53714,63.54865,69.37484
8130.544,64.5284,63.5395,69.38388
8131.509,64.53774,63.52154,69.36909
8132.473,64.55806,63.5339,69.36832
8133.438,64.52657,63.53372,69.37941
8134.401,64.52559,63.54292,69.37568
8135.366,64.53142,63.53766,69.36387
8136.33,64.51236,63.52081,69.36581
8137.294,64.51704,63.51901,69.38134
8138.259,64.53358,63.51905,69.39529
8139.223,64.54249,63.5056,69.40911
8140.187,64.52402,63.48545,69.40096
8141.151,64.51048,63.4968,69.39879
8142.116,64.51687,63.50227,69.38992
8143.08,64.51366,63.49064,69.38379
8144.044,64.50007,63.47288,69.38284
8145.008,64.50431,63.47098,69.37881
8145.973,64.50967,63.46814,69.38402
8146.937,64.49417,63.46147,69.39441
8147.901,64.47245,63.4665,69.39674
8148.865,64.4709,63.47026,69.3957
8149.83,64.48151,63.46116,69.38132
8150.794,64.49627,63.46252,69.38489
8151.758,64.50008,63.48183,69.39285
8152.722,64.49966,63.49924,69.40111
8153.687,64.49583,63.498,69.40054
8154.651,64.50776,63.49287,69.41351
8155.615,64.54652,63.51907,69.46198
8156.579,64.54612,63.52579,69.46686
8157.543,64.53958,63.50754,69.43237
8158.508,64.54944,63.5088,69.42696
8159.472,64.53528,63.50308,69.4426
8160.437,64.54615,63.51257,69.45181
8161.4,64.57587,63.52263,69.45674
8162.365,64.57938,63.52718,69.47017
8163.329,64.5731,63.53193,69.46163
8164.293,64.58335,63.54079,69.45246
8165.257,64.59726,63.55247,69.46832
8166.222,64.59003,63.55021,69.46688
8167.186,64.58028,63.55405,69.46517
8168.15,64.58544,63.5575,69.4752
8169.115,64.59674,63.55537,69.48093
8170.079,64.62158,63.57475,69.48306
8171.043,64.6439,63.59291,69.4888
8172.007,64.64466,63.60082,69.50963
8172.972,64.64861,63.60637,69.51928
8173.936,64.64439,63.61795,69.51179
8174.9,64.64913,63.6336,69.50935
8175.864,64.66894,63.65291,69.52564
8176.829,64.66803,63.65564,69.53017
8177.793,64.67115,63.6642,69.52723
8178.757,64.69439,63.69357,69.54645
8179.721,64.70264,63.6982,69.56412
8180.686,64.7121,63.68613,69.56853
8181.65,64.70575,63.6758,69.55183
8182.614,64.69788,63.68349,69.55024
8183.578,64.71873,63.71188,69.57474
8184.542,64.73717,63.73516,69.59109
8185.507,64.74014,63.74907,69.59617
8186.471,64.74915,63.73903,69.58553
8187.435,64.74632,63.72355,69.56878
8188.399,64.75127,63.74099,69.56362
8189.364,64.7517,63.75984,69.57556
8190.328,64.77005,63.75885,69.5956
8191.292,64.78385,63.77375,69.59721
8192.257,64.78929,63.79093,69.60368
8193.221,64.79486,63.79482,69.59785
8194.185,64.7974,63.79423,69.59808
8195.149,64.8052,63.80622,69.60646
8196.113,64.80934,63.81586,69.61203
8197.078,64.83341,63.83,69.63657
8198.042,64.85344,63.85019,69.65824
8199.006,64.84226,63.84029,69.64141
8199.971,64.84063,63.83962,69.64034
8200.935,64.84461,63.85247,69.6264
8201.899,64.85112,63.86222,69.62404
8202.863,64.87126,63.8807,69.66376
8203.827,64.88016,63.89086,69.67178
8204.792,64.88071,63.8881,69.65528
8205.756,64.89599,63.89063,69.65884
8206.721,64.89867,63.89994,69.65802
8207.685,64.89888,63.90714,69.66497
8208.648,64.90656,63.9096,69.67953
8209.613,64.89977,63.90674,69.68944
8210.577,64.88938,63.91392,69.67431
8211.541,64.89148,63.93126,69.66962
8212.506,64.90339,63.93753,69.68336
8213.47,64.90306,63.94188,69.67274
8214.435,64.91842,63.96243,69.68502
8215.398,64.91978,63.95213,69.69118
8216.362,64.92155,63.94555,69.6923
8217.327,64.92377,63.96363,69.69018
8218.291,64.92658,63.98079,69.69176
8219.256,64.95472,63.97741,69.70601
8220.22,64.97871,63.97285,69.71143
8221.184,64.96751,63.99793,69.70131
8222.148,64.95688,64.00642,69.707
8223.112,64.96102,64.0038,69.70889
8224.077,64.97603,64.00967,69.71884
8225.041,64.99689,64.00909,69.73576
8226.005,64.97888,63.99711,69.73358
8226.97,64.95684,63.99676,69.73911
8227.934,64.97114,63.9922,69.73946
8228.898,64.98866,63.9886,69.72583
8229.862,64.99315,64.00165,69.71786
8230.826,64.97673,64.00221,69.71555
8231.791,64.96952,63.99792,69.73026
8232.755,64.98401,64.01358,69.73622
8233.719,64.99998,64.03939,69.72623
8234.684,65.01447,64.05409,69.74197
8235.647,65.00903,64.05516,69.74802
8236.612,65.01401,64.05395,69.76178
8237.576,65.02834,64.04765,69.78333
8238.54,65.03913,64.04621,69.79361
8239.505,65.06225,64.06857,69.78484
8240.469,65.04889,64.06851,69.76442
8241.434,65.0369,64.07534,69.78015
8242.397,65.04759,64.09003,69.80736
8243.361,65.04514,64.08247,69.79178
8244.326,65.0527,64.07565,69.76843
8245.29,65.06908,64.08819,69.78101
8246.255,65.0865,64.10217,69.81516
8247.219,65.10223,64.108,69.82085
8248.183,65.09679,64.1208,69.81683
8249.147,65.0732,64.12965,69.81041
8250.111,65.08928,64.14265,69.8093
8251.076,65.10844,64.14101,69.81998
8252.04,65.12109,64.13977,69.8163
8253.004,65.14648,64.15733,69.82883
8253.969,65.13465,64.14845,69.84716
8254.933,65.12872,64.13153,69.83566
8255.896,65.13339,64.14426,69.82339
8256.861,65.12665,64.16191,69.83883
8257.825,65.12547,64.17902,69.83831
8258.79,65.13441,64.18344,69.82208
8259.754,65.17859,64.20538,69.8732
8260.718,65.18266,64.20331,69.8903
8261.683,65.14756,64.18858,69.86037
8262.646,65.12856,64.19033,69.83585
8263.611,65.15019,64.19605,69.85123
8264.575,65.15261,64.19582,69.85726
8265.539,65.15099,64.2003,69.8805
8266.504,65.15735,64.2083,69.91898
8267.468,65.15965,64.22501,69.92493
8268.433,65.16895,64.24014,69.9048
8269.396,65.17976,64.23805,69.88569
8270.36,65.1823,64.21947,69.87479
8271.325,65.18548,64.22511,69.88043
8272.289,65.19701,64.25311,69.90343
8273.253,65.19606,64.25557,69.92474
8274.218,65.21684,64.25108,69.95052
8275.182,65.24561,64.26413,69.96054
8276.146,65.23132,64.28461,69.9366
8277.11,65.2124,64.28393,69.92947
8278.074,65.2151,64.26998,69.93749
8279.039,65.21095,64.2569,69.93916
8280.003,65.22802,64.27359,69.95079
8280.968,65.23469,64.29459,69.95876
8281.932,65.23576,64.29283,69.94826
8282.896,65.23292,64.28134,69.92987
8283.86,65.2367,64.27747,69.91763
8284.824,65.25227,64.28188,69.94823
8285.789,65.24931,64.27579,69.96399
8286.753,65.25536,64.28906,69.96875
8287.717,65.2535,64.2787,69.96136
8288.682,65.24731,64.25832,69.95033
8289.646,65.24821,64.276,69.96008
8290.61,65.25272,64.30534,69.94478
8291.574,65.2644,64.33243,69.95235
8292.538,65.28143,64.343,69.98015
8293.503,65.28629,64.336,70.00321
8294.467,65.291,64.32821,70.01401
8295.431,65.28642,64.3243,69.99939
8296.396,65.28749,64.33957,69.99023
8297.359,65.29501,64.33807,69.98782
8298.324,65.2955,64.32161,69.96656
8299.288,65.29184,64.32173,69.96675
8300.252,65.29944,64.34536,69.97128
8301.217,65.32194,64.36163,69.98222
8302.181,65.32716,64.35646,70.00663
8303.146,65.32599,64.35706,69.99643
8304.109,65.32409,64.35267,69.96104
8305.073,65.34525,64.36415,69.97817
8306.038,65.34885,64.37904,70.00375
8307.002,65.34428,64.38657,70.0058
8307.967,65.37199,64.41431,70.03258
8308.931,65.3818,64.41129,70.04916
8309.895,65.35941,64.39434,70.03822
8310.859,65.36188,64.3979,70.04169
8311.823,65.3909,64.42034,70.05478
8312.787,65.39062,64.42181,70.0387
8313.752,65.37865,64.41653,70.03783
8314.716,65.37838,64.41238,70.04546
8315.681,65.38068,64.41826,70.03343
8316.645,65.38338,64.43543,70.03354
8317.608,65.39626,64.45347,70.02878
8318.573,65.42944,64.4759,70.03507
8319.537,65.43288,64.47428,70.05407
8320.502,65.41983,64.4408,70.05813
8321.466,65.42591,64.42451,70.08058
8322.43,65.43148,64.43915,70.07919
8323.395,65.42825,64.47321,70.0513
8324.358,65.4544,64.4933,70.06657
8325.323,65.4778,64.48505,70.08888
8326.287,65.4719,64.46323,70.07682
8327.251,65.464,64.46474,70.09261
8328.216,65.47064,64.4903,70.10957
8329.18,65.48573,64.50964,70.09382
8330.145,65.50515,64.51763,70.08989
8331.108,65.51144,64.53441,70.0863
8332.072,65.51424,64.55408,70.10384
8333.037,65.51807,64.56363,70.10664
8334.001,65.51823,64.56845,70.09238
8334.965,65.54022,64.56992,70.08767
8335.93,65.58414,64.58832,70.11365
8336.894,65.5851,64.59416,70.13947
8337.858,65.57954,64.59444,70.12358
8338.822,65.59703,64.61264,70.13236
8339.786,65.61602,64.64493,70.17095
8340.751,65.63961,64.67445,70.16407
8341.715,65.67242,64.67017,70.1556
8342.68,65.67471,64.65567,70.15851
8343.644,65.64896,64.66006,70.15565
